date,ticker,book_equity,gross_profit,market_cap
2018-01-31,AAPL,101.39894891598108,67.01918076446859,358.61711292850805
2018-02-28,AAPL,112.20867002278735,71.7418225248047,579.8082494630569
2018-03-31,AAPL,64.7073480929038,75.59525750968966,396.84651723181526
2018-04-30,AAPL,75.82443882989584,47.54814537429568,592.0130301141908
2018-05-31,AAPL,99.26180939928696,39.72509661725049,453.3603417266903
2018-06-30,AAPL,74.0145618778193,24.551799686519836,251.5518887642597
2018-07-31,AAPL,62.80458389577724,29.11416161073766,255.53086905976406
2018-08-31,AAPL,114.08747448032146,30.91280506394869,338.2669133295453
2018-09-30,AAPL,139.67884099060117,48.43769841577234,467.0230954084109
2018-10-31,AAPL,67.23198712016298,31.537341128520247,216.34744650659155
2018-11-30,AAPL,66.89350630721646,36.715420341917515,270.8041937106987
2018-12-31,AAPL,58.87025337570556,27.23815226603605,384.3115072130903
2019-01-31,AAPL,70.63337184057926,41.85619166288453,401.36690834194275
2019-02-28,AAPL,119.03948286293652,22.358728390465934,519.7641595636171
2019-03-31,AAPL,112.79003894909077,24.905541916932314,549.4314496427108
2019-04-30,AAPL,142.08724005318132,23.664677591291824,310.75105925888147
2019-05-31,AAPL,130.62012797930612,64.89558142301951,273.8084077425509
2019-06-30,AAPL,70.93493233367103,42.22832616748292,393.8091940764085
2019-07-31,AAPL,111.8254771530296,42.134818374186345,385.01388645325915
2019-08-31,AAPL,124.74709381337566,22.200992173435875,300.9747777376083
2019-09-30,AAPL,121.33495858845524,73.71241026123197,404.67097684626646
2019-10-31,AAPL,103.21134852653157,26.430320680386565,378.96494672938184
2019-11-30,AAPL,103.26172664550232,34.54823021808378,307.6972923797524
2019-12-31,AAPL,87.72841631046226,21.204271866663582,328.83166623327133
2020-01-31,AAPL,71.14480069965447,39.64984113067488,247.90485272770047
2020-02-29,AAPL,139.0527280739895,55.61554721324292,471.6409276577958
2020-03-31,AAPL,128.91712386073382,49.90653193574344,234.76811523496949
2020-04-30,AAPL,103.71065418185478,55.210467081252744,498.17578967373197
2020-05-31,AAPL,93.16595462296794,27.654818167733826,313.5103623194898
2020-06-30,AAPL,86.30822963986351,58.755034479896075,428.31132186756474
2020-07-31,AAPL,85.60967258978462,79.19091492757879,442.30992774275484
2020-08-31,AAPL,73.72267917359945,26.106948357224226,261.14365567373284
2020-09-30,AAPL,74.59577283845081,29.64088239557334,274.6268096205223
2020-10-31,AAPL,78.50951686938471,30.40241571768529,558.7061698505701
2020-11-30,AAPL,58.02337456616422,51.470683374215284,364.1587307958646
2020-12-31,AAPL,148.23786169086063,26.72233413008314,359.1422396182966
2015-01-31,MSFT,146.94704332753687,71.93042755363882,526.8288283797119
2015-02-28,MSFT,75.79028270449399,30.25325524340395,467.4572879697724
2015-03-31,MSFT,142.93759891275857,53.405773580835785,428.64507578795997
2015-04-30,MSFT,77.99790936602842,66.16957599151621,274.81749942300934
2015-05-31,MSFT,82.36792364042437,45.526186316985005,403.044151473782
2015-06-30,MSFT,74.24097324150803,26.890209484352212,444.24801697665305
2015-07-31,MSFT,78.86305532402558,54.874293285356735,261.7450861096809
2015-08-31,MSFT,98.11401018548175,51.95536595309515,220.72941472897077
2015-09-30,MSFT,83.66042781939205,28.064880616338456,225.3499881891071
2015-10-31,MSFT,148.99602323899452,39.34123069848338,523.949778341854
2015-11-30,MSFT,75.46406547637639,60.89016333343576,504.0911439558746
2015-12-31,MSFT,109.56387406078443,48.2945713130095,364.7363656589074
2016-01-31,MSFT,84.88682665429953,75.77174865486955,532.2477631150916
2016-02-29,MSFT,146.50269106665127,27.457833409132682,492.3469900814577
2016-03-31,MSFT,143.83404568210378,30.87398396993961,226.59850694671098
2016-04-30,MSFT,124.11206492900591,54.46838679079471,536.7315107033088
2016-05-31,MSFT,63.97723766262895,67.71603871159341,280.6509280190978
2016-06-30,MSFT,66.36559428657046,29.855947875859577,525.8298880925529
2016-07-31,MSFT,116.51972206962002,51.38392548614716,343.532193649401
2016-08-31,MSFT,137.72005408131082,43.546706445358126,526.6397757886308
2016-09-30,MSFT,93.91349085702184,42.61666576549445,385.0719142678426
2016-10-31,MSFT,80.13778741641421,64.85656281057507,401.0881560369917
2016-11-30,MSFT,73.22126951468174,73.97447439647411,353.55648854928455
2016-12-31,MSFT,104.35528611139885,74.38832665787281,449.69519836559687
2017-01-31,MSFT,61.68980407083641,76.3899274168085,451.08322122856714
2017-02-28,MSFT,83.49056146570861,28.356324359803235,517.6100757081184
2017-03-31,MSFT,112.00727559285136,52.007665518579294,557.557033220383
2017-04-30,MSFT,128.85972112245307,29.10049278396507,324.6888271182193
2017-05-31,MSFT,74.84891398144657,64.63677755436062,213.41297389431176
2017-06-30,MSFT,106.98896848713166,65.74752114444144,550.7062547046997
2017-07-31,MSFT,84.20817487159074,69.27543828032077,244.2526947820829
2017-08-31,MSFT,134.6452291734518,27.649319739918944,358.9149162241469
2017-09-30,MSFT,129.72953657795537,28.995045640926428,291.7005580930566
2017-10-31,MSFT,122.22525683930662,63.202192192764464,456.4590531541189
2017-11-30,MSFT,119.39484444671,52.56346660085577,300.7196235627811
2017-12-31,MSFT,84.56959935039194,30.89586300808554,563.3802245334514
2018-01-31,MSFT,108.33917947661205,44.05108500581839,384.8023214576531
2018-02-28,MSFT,144.72833396118153,29.201084186964813,434.4919328067189
2018-03-31,MSFT,100.5888678884466,56.68725412607887,207.2440735283362
2018-04-30,MSFT,137.21239089441514,75.92709694901674,426.0532734356836
2018-05-31,MSFT,119.66508238768922,75.34996287063774,482.89545372535946
2018-06-30,MSFT,65.25390429142614,54.57730161000879,442.68601855314233
2018-07-31,MSFT,92.4130671302386,64.18665413748337,573.7468059076059
2018-08-31,MSFT,142.55685129067763,47.050362284247925,245.2952183363021
2018-09-30,MSFT,148.48411989623347,70.33388518675605,249.86507248130673
2018-10-31,MSFT,142.08418826173724,72.1937817237277,407.53522285042885
2018-11-30,MSFT,109.12754357449292,43.94016223220782,221.90465552881253
2018-12-31,MSFT,83.51972416459009,68.17120691588069,201.85280920184115
2019-01-31,MSFT,83.34991716911442,43.8901216154566,414.9582411751692
2019-02-28,MSFT,141.98556164127604,40.780759661957674,338.78128075849105
2019-03-31,MSFT,123.75012481097484,47.133076453388426,289.8419291759928
2019-04-30,MSFT,95.24395161326935,28.451421222787992,270.5547946024893
2019-05-31,MSFT,99.83677727394797,45.13552697027288,565.93836042724
2019-06-30,MSFT,86.23938991166331,54.83530101668261,452.90571516781216
2019-07-31,MSFT,51.30944565883336,59.812242321002635,271.21438674790056
2019-08-31,MSFT,146.10703174694552,28.919763665186778,365.8496494908095
2019-09-30,MSFT,58.534966807864386,79.81245511075684,400.87800413249704
2019-10-31,MSFT,109.53850173200438,24.02458864330565,499.98418815967113
2019-11-30,MSFT,70.99055930955858,73.88325736644282,282.0558561928029
2019-12-31,MSFT,69.06877206636666,22.192980070885692,388.8267780439997
2020-01-31,MSFT,106.48411332626165,23.94251836570114,510.2110466780042
2020-02-29,MSFT,95.32888347480277,51.463416159654805,376.30509877529124
2020-03-31,MSFT,90.0763060875326,53.57841987849307,262.096098372285
2020-04-30,MSFT,68.19281304952712,71.70713726081104,578.4461848534531
2020-05-31,MSFT,87.33093162797529,36.244680388613226,457.59981729560633
2020-06-30,MSFT,90.87341710980964,21.52318133962069,262.46103894647615
2020-07-31,MSFT,121.59722288473975,59.53543651460908,210.8383970013934
2020-08-31,MSFT,72.19721619329495,33.86448779528428,468.75709743949136
2020-09-30,MSFT,51.97105377543642,26.246514919074432,519.9664341492758
2020-10-31,MSFT,67.85446620543337,59.16476647111248,295.27311241869063
2020-11-30,MSFT,59.94413927593452,34.590331459967246,488.9067727422637
2020-12-31,MSFT,135.56964681062857,69.8131918740195,358.87341184738193
2015-01-31,GOOG,116.80851365706462,32.29905772494926,317.2590921044053
2015-02-28,GOOG,139.63358185211197,20.78011541064416,234.20341234178724
2015-03-31,GOOG,70.78862551460273,21.591932232429183,272.57417403591893
2015-04-30,GOOG,108.30415609696922,45.28547303554988,557.06868443079
2015-05-31,GOOG,131.7443561738441,40.509041101872555,303.769373372517
2015-06-30,GOOG,87.9692408167267,55.417696550888465,307.2254563291505
2015-07-31,GOOG,112.4148907849134,44.56469913147443,420.8188723407921
2015-08-31,GOOG,93.61265291353166,37.66794557251506,579.3813227848626
2015-09-30,GOOG,126.36057941597608,28.406790545987153,547.3871903591652
2015-10-31,GOOG,98.74311982495136,73.67313361364549,519.942102378926
2015-11-30,GOOG,92.52135044692335,21.348158499207045,307.4709437539784
2015-12-31,GOOG,104.16342146608669,58.00869318956884,303.1550741732809
2016-01-31,GOOG,63.93560740728241,70.09581420795794,593.7608722814208
2016-02-29,GOOG,102.56901823026858,30.30075715089821,308.92293060774756
2016-03-31,GOOG,51.83906765474667,74.85792839362993,247.10043315605645
2016-04-30,GOOG,107.65164755142536,36.44331324123236,421.67120100631735
2016-05-31,GOOG,115.14203883518643,69.7845082224321,282.5685087042413
2016-06-30,GOOG,51.09958286584805,28.213137804128436,560.007456739242
2016-07-31,GOOG,137.38900775625152,55.844786130218495,440.20674417346135
2016-08-31,GOOG,116.50366745462554,30.522276717406974,565.7647783699839
2016-09-30,GOOG,91.87705248920732,42.988311694969845,407.56708211313503
2016-10-31,GOOG,54.696596677505504,29.977002125364763,495.2134465705482
2016-11-30,GOOG,58.27986679251265,56.189126567983294,298.1396438725284
2016-12-31,GOOG,88.92956140419766,37.32162420624199,342.26908658597966
2017-01-31,GOOG,121.90459051842456,37.8273029373905,426.5618561187589
2017-02-28,GOOG,97.60504021990997,59.820269921758886,574.7318957299032
2017-03-31,GOOG,123.25720972102503,32.896422715445404,212.47325402451386
2017-04-30,GOOG,76.22640442998251,55.70467584201529,220.57032539370013
2017-05-31,GOOG,99.63662472012363,55.81057093501335,333.6975563267843
2017-06-30,GOOG,127.09122037458219,26.39589518802631,230.0551126943235
2017-07-31,GOOG,122.81887562036033,49.72947897237191,475.36095857109444
2017-08-31,GOOG,93.48273386037462,34.78412199434641,527.6409270696798
2017-09-30,GOOG,129.94158789689791,61.68178825126561,308.8580548919851
2017-10-31,GOOG,109.0230666869087,41.658433816401605,236.63282933065366
2017-11-30,GOOG,141.73135754622427,28.209117855137684,580.094941528321
2017-12-31,GOOG,94.60057729579557,31.10797573031718,416.7603789513433
2018-01-31,GOOG,137.29458358764083,63.93349318457367,522.6244591445799
2018-02-28,GOOG,115.87833667107174,61.53659387107115,539.6782606261277
2018-03-31,GOOG,74.96680088591859,49.36549781858843,288.4837767278409
2018-04-30,GOOG,148.7668007996647,76.64356038119679,215.77072454740235
2018-05-31,GOOG,120.55751725156884,75.51489904493995,272.2301380509334
2018-06-30,GOOG,106.79452305526294,74.92929785528251,213.57839143431954
2018-07-31,GOOG,119.742026724684,37.840940442353045,569.7584781506122
2018-08-31,GOOG,147.10582451653679,76.65598934680604,389.6856866629855
2018-09-30,GOOG,136.20426509893133,70.67296391210422,327.64018929730224
2018-10-31,GOOG,132.89154741506775,22.220458082929557,438.5079513928212
2018-11-30,GOOG,73.0008837287703,27.234013146636727,230.78128065168366
2018-12-31,GOOG,119.62887758781397,40.39249782608397,489.9067086115046
2019-01-31,GOOG,56.53563407989424,38.91742026983662,415.7965169501349
2019-02-28,GOOG,129.07231648389634,39.1251501759242,450.35655057480363
2019-03-31,GOOG,138.59777482361872,56.951791290938274,293.1837899014535
2019-04-30,GOOG,52.4400781556538,72.2059324340558,208.50776434015486
2019-05-31,GOOG,137.47016726841994,51.73622804163272,575.6270794051585
2019-06-30,GOOG,129.87832357736653,79.87604663200025,340.28472618068406
2019-07-31,GOOG,126.71882889311269,44.11585481655453,391.95024812156356
2019-08-31,GOOG,112.750546321837,72.42062685118033,593.633387679718
2019-09-30,GOOG,126.82734138645182,45.066006930040025,368.5428009108281
2019-10-31,GOOG,123.75823015888915,34.32662874609814,244.18964525255785
2019-11-30,GOOG,85.46221576407765,37.2343394992449,318.52324818239606
2019-12-31,GOOG,73.36077510499099,22.525591378181712,207.14957389336553
2020-01-31,GOOG,148.77223897360315,45.66638802415174,353.7306588638727
2020-02-29,GOOG,117.96472826930699,33.09523327190385,579.9844735800901
2020-03-31,GOOG,128.63450144155522,25.36466013873557,367.0323103139713
2020-04-30,GOOG,137.91183075621646,76.68392133748462,386.96060449994786
2020-05-31,GOOG,111.34113892107077,30.022036765524515,596.4674504547907
2020-06-30,GOOG,73.16717013834435,76.56390644810755,459.8586595969474
2020-07-31,GOOG,110.77367948788591,50.76131066099052,292.26792468710346
2020-08-31,GOOG,67.65280320055082,33.22917254421052,274.5753048577018
2020-09-30,GOOG,127.95844735667534,41.0075155500038,223.13707062535855
2020-10-31,GOOG,146.91026301408112,73.02715309780554,571.1009132780852
2020-11-30,GOOG,149.49078226464354,30.433714953169236,358.4968075610635
2020-12-31,GOOG,125.82384757040913,61.761237083227535,261.558362535942
2015-01-31,AMZN,131.58331249906178,33.46643431019964,289.5270459290492
2015-02-28,AMZN,103.69744228934135,55.576396090502186,432.03448313512445
2015-03-31,AMZN,59.148683739775485,72.64765175782283,306.2400170354824
2015-04-30,AMZN,62.95149212828042,73.32488479213863,582.2605992919014
2015-05-31,AMZN,136.21276172654507,68.57096448349269,462.0967922556087
2015-06-30,AMZN,105.08573706091393,25.21920559468461,363.38128522827947
2015-07-31,AMZN,87.2688517012314,35.585227025619574,489.368045475434
2015-08-31,AMZN,99.58757350787708,24.862772954458876,288.0732807799245
2015-09-30,AMZN,118.32587636595959,24.56785156941801,540.4827656195075
2015-10-31,AMZN,99.51465270139744,48.83519463959888,436.96311386380705
2015-11-30,AMZN,132.4680965925149,40.86855247413158,471.2064610236254
2015-12-31,AMZN,106.5731963995791,36.02169621016528,551.4519945420632
2016-01-31,AMZN,129.7426021606928,59.50711007950553,540.2326916376968
2016-02-29,AMZN,136.72942009598023,62.501778602902085,534.8053313454689
2016-03-31,AMZN,119.74714616692836,60.80844630561803,447.4445512860737
2016-04-30,AMZN,125.27166395576413,29.516306317584423,552.3483036795714
2016-05-31,AMZN,137.1843527745232,21.75483698207355,530.326700225905
2016-06-30,AMZN,62.88698674734452,40.107131255548516,497.4033025166431
2016-07-31,AMZN,66.07598960483082,69.07802144714373,532.8536711830968
2016-08-31,AMZN,100.74677337608362,20.383152303010014,314.8152532699651
2016-09-30,AMZN,111.69269183757422,78.87117068164541,452.72541080666736
2016-10-31,AMZN,75.98035810641598,58.040342185976684,415.9941518863422
2016-11-30,AMZN,127.98453951511436,26.418838329617504,504.4111610008112
2016-12-31,AMZN,104.12665786761103,77.77952023153968,336.7488664154744
2017-01-31,AMZN,113.26218931339481,75.92168633060105,241.0038911962717
2017-02-28,AMZN,143.72284872364511,61.273143338048804,227.13482364206877
2017-03-31,AMZN,80.09635669468163,62.4903253187169,226.94024058750867
2017-04-30,AMZN,108.21704601762733,40.752983417177404,448.3662071069908
2017-05-31,AMZN,54.57420338125129,72.29220836914257,589.3955876709588
2017-06-30,AMZN,146.88778552856914,64.97910990457548,252.0344960522528
2017-07-31,AMZN,125.82631959290225,21.47521498752809,208.8494206115989
2017-08-31,AMZN,82.36102191495412,49.318591424279944,508.16296712311726
2017-09-30,AMZN,118.32953766065052,46.7541623826049,309.4506665126664
2017-10-31,AMZN,149.7124500157711,45.57087813415838,380.5548097318702
2017-11-30,AMZN,66.36238211916692,67.68857292499577,477.47289031259544
2017-12-31,AMZN,72.07696127887604,24.942862736950563,472.1997208298852
2018-01-31,AMZN,115.45112142811352,36.39557161989256,580.3454249001642
2018-02-28,AMZN,65.10578917809002,45.940088062556114,577.4463680670395
2018-03-31,AMZN,91.97273169261223,58.31155685984513,359.0377591851177
2018-04-30,AMZN,77.421520234867,79.0386588775897,363.7336025260172
2018-05-31,AMZN,139.40992036791343,33.79727635346517,285.2418816100333
2018-06-30,AMZN,53.11340828845113,59.1000095225531,347.41053748950446
2018-07-31,AMZN,136.4358249839637,48.392594401493426,587.2773711658887
2018-08-31,AMZN,68.55255157031212,72.11739007733665,510.6387411166967
2018-09-30,AMZN,127.0921844644052,70.68699368701326,504.40959637719953
2018-10-31,AMZN,112.62203216314154,27.874692660943253,213.01047179650078
2018-11-30,AMZN,142.0847847815687,56.99901887124428,518.6149163904705
2018-12-31,AMZN,98.15223515125501,27.038491337743668,250.07431688102017
2019-01-31,AMZN,118.55652872289714,45.818353693967765,280.20989068013466
2019-02-28,AMZN,99.15945467414369,23.852536224508047,432.7885607657595
2019-03-31,AMZN,76.89934044350977,67.85354603823129,324.1447835694295
2019-04-30,AMZN,95.52201490818013,20.697232394486036,228.97875511782354
2019-05-31,AMZN,89.24935564066848,48.796330083027414,440.0082192477215
2019-06-30,AMZN,79.16625787093032,61.69891316759255,544.0489588756818
2019-07-31,AMZN,127.98509888933498,22.377129520901427,392.20277890313156
2019-08-31,AMZN,60.49301784181749,34.522700951751645,594.6650373068586
2019-09-30,AMZN,64.24955429015132,49.933289207081366,447.26229372724765
2019-10-31,AMZN,120.2464970544104,53.578921009214845,203.90833896767347
2019-11-30,AMZN,82.6461308243992,51.06269860308269,235.14659965793334
2019-12-31,AMZN,85.06269312091807,21.992186527481994,231.4313988620083
2020-01-31,AMZN,89.6923276201596,27.962945242583622,427.0163393046233
2020-02-29,AMZN,118.94649691372658,68.03520194654497,280.06009769792405
2020-03-31,AMZN,66.74825822590698,26.274070420064014,454.57209981745467
2020-04-30,AMZN,120.64757264869012,21.895168689538522,574.4848984974759
2020-05-31,AMZN,55.19712836514724,52.47778011806423,483.6242077803666
2020-06-30,AMZN,137.09691237460856,62.84521592794567,520.6912332279168
2020-07-31,AMZN,83.94501925428061,68.88950682479073,232.04593855387006
2020-08-31,AMZN,139.48166560605276,52.85554256922418,526.9191079849975
2020-09-30,AMZN,95.23182845183001,58.6146617117915,410.56106437444527
2020-10-31,AMZN,123.15895217553319,24.897798921835374,224.14083359622552
2020-11-30,AMZN,74.71032340101465,29.5726808067913,548.7134266368806
2020-12-31,AMZN,71.92139873580443,78.55191534914788,334.75831670844275
2015-01-31,META,68.21179156886993,67.38191042854875,463.48311020035044
2015-02-28,META,99.8195716453139,53.321813056257874,487.68071130890553
2015-03-31,META,72.84547413312987,79.78003496340452,589.9172648587132
2015-04-30,META,115.03256863469369,31.97254705574871,472.09129697251655
2015-05-31,META,57.219840897917585,21.839150132348365,303.0731554044855
2015-06-30,META,96.26229567393163,72.09635032450284,490.8676279065232
2015-07-31,META,124.2706521199981,45.52960006688452,338.3739970187852
2015-08-31,META,87.10387629846026,79.25897382416348,216.043676564993
2015-09-30,META,136.70314961224486,54.7205245143436,375.4461676758362
2015-10-31,META,122.52576604151365,49.20013648548217,549.3692952326642
2015-11-30,META,140.07018640112585,45.30325561240733,310.73111889402065
2015-12-31,META,109.23503285933623,74.74180073700145,284.2648756022666
2016-01-31,META,112.29665835634827,57.89361320555123,493.2452089661124
2016-02-29,META,63.15676851272598,62.949497880925314,563.6130082662564
2016-03-31,META,67.9683108870242,34.25259949543266,588.5580376166558
2016-04-30,META,68.09769527094898,71.26310560217475,396.9111425792139
2016-05-31,META,74.7231074403177,72.24499407635068,378.1221020010662
2016-06-30,META,101.48173539296901,41.55400216398594,437.18034057397097
2016-07-31,META,66.35238725850228,43.46489219910564,587.764928934115
2016-08-31,META,75.81334327011275,59.404199872477534,330.07602568987795
2016-09-30,META,127.34731256866006,27.85241964310099,587.9284180314179
2016-10-31,META,95.37895413836392,34.16302780078784,229.39869893200506
2016-11-30,META,66.97579050875407,51.18643691336106,334.8012705725145
2016-12-31,META,132.88833658826096,45.85325141970836,299.48570903505197
2017-01-31,META,111.71449866040301,62.40663301312675,266.81676316037994
2017-02-28,META,66.76192162883177,22.20028561601258,494.5608060262562
2017-03-31,META,116.38045276218051,48.477852544988835,537.6681795876789
2017-04-30,META,130.56701529500532,55.12126186380513,547.3085122053035
2017-05-31,META,70.58412100367683,26.71517716386367,307.89984460679585
2017-06-30,META,55.70868560893148,51.87017168006192,574.6422769179846
2017-07-31,META,53.934354066850965,27.326594840601608,380.8796113133741
2017-08-31,META,143.38750175279048,38.96936629860503,402.893923475357
2017-09-30,META,54.15728590503921,28.900592057725333,594.6520491835388
2017-10-31,META,146.51186964360454,20.296398856064577,580.7247141692956
2017-11-30,META,113.91199378155004,72.07509767120132,381.89594225354364
2017-12-31,META,101.55960285792503,49.33079481541521,466.74570301844176
2018-01-31,META,63.96512547563129,21.798415392360678,323.17197663647636
2018-02-28,META,120.46807627366466,32.1112071273769,469.37297332996695
2018-03-31,META,146.99120461072704,25.634042947365103,469.0408472900505
2018-04-30,META,94.37502193045711,72.08853526265032,270.85991577895436
2018-05-31,META,119.26259522261645,70.28691737888661,577.8456877896093
2018-06-30,META,118.32480282896458,49.83048584050564,447.13889608048555
2018-07-31,META,136.89049844787183,54.23658479832978,212.15482387873473
2018-08-31,META,143.09486955069778,61.37160506189367,470.60535431089863
2018-09-30,META,71.56751523977172,59.53312821395943,357.5457622616634
2018-10-31,META,115.12329770414921,26.395581818479442,463.1381218412144
2018-11-30,META,149.94137257706666,22.89272233163336,590.869673688527
2018-12-31,META,90.69079607228706,72.24520702023555,512.9541936233094
2019-01-31,META,106.70162609866678,64.30695255507959,551.4062245205391
2019-02-28,META,90.4140321651033,39.62198969379432,467.0373542254339
2019-03-31,META,130.78459419412584,65.73710808659695,519.1254595434538
2019-04-30,META,93.5583314812933,69.0700529705013,248.08362214824336
2019-05-31,META,104.44890979608495,20.345519629887296,329.8343319601081
2019-06-30,META,86.64615348713978,43.770361496555324,478.18688267594484
2019-07-31,META,88.85581012703457,46.92161735735184,295.017652349731
2019-08-31,META,87.325179162934,33.63617763578909,229.27836950737745
2019-09-30,META,110.3448593381378,60.092767913300975,447.7961384038458
2019-10-31,META,96.34940438005724,42.78714681075379,545.33345982873
2019-11-30,META,101.9081785136218,48.75091265778386,210.25682632257428
2019-12-31,META,84.12478276261564,42.811737127151424,359.5291123587602
2020-01-31,META,108.01723692273323,52.016152803612705,443.16203711737785
2020-02-29,META,126.48832615421283,68.7791443229656,487.24923049059777
2020-03-31,META,145.55236959549347,21.093954960581698,278.31119427341844
2020-04-30,META,50.75628749781421,58.84848284927618,559.2122195799948
2020-05-31,META,74.34822965762993,75.6220726877784,224.10695611582435
2020-06-30,META,143.44360268055144,41.09736123437806,240.5683313796866
2020-07-31,META,98.58717591863257,35.40659406323048,313.9491607847691
2020-08-31,META,80.72899649262865,68.1815538699598,415.6645106701018
2020-09-30,META,81.13076991560037,56.6200269986551,486.4602696892774
2020-10-31,META,77.26240007335338,44.81294609152109,248.75443733477903
2020-11-30,META,68.11493495346804,60.86707123789897,272.57533907825075
2020-12-31,META,102.51633836670602,62.54277570334596,242.75076923789754
