date,ticker,price
2016-09-30,GOOG,133.15313103327867
2016-10-31,GOOG,137.23281598623214
2016-11-30,GOOG,144.2458256794013
2016-12-31,GOOG,159.36850743248593
2017-01-31,GOOG,159.00683561735843
2017-02-28,GOOG,154.60444385428954
2017-03-31,GOOG,149.27434410820146
2017-04-30,GOOG,144.67811028903643
2017-05-31,GOOG,145.56714491102247
2017-06-30,GOOG,149.50584230787348
2017-07-31,GOOG,153.0692452815859
2017-08-31,GOOG,160.93075351637748
2017-09-30,GOOG,162.64468126439377
2017-10-31,GOOG,176.09160741134704
2017-11-30,GOOG,175.52233112659707
2017-12-31,GOOG,201.15007609678818
2018-01-31,GOOG,209.45422858846638
2018-02-28,GOOG,202.57200713645366
2018-03-31,GOOG,193.75108506983767
2018-04-30,GOOG,200.3625736190177
2018-05-31,GOOG,200.1275204164098
2018-06-30,GOOG,209.273353043511
2018-07-31,GOOG,216.31788779798873
2018-08-31,GOOG,217.69335684814064
2018-09-30,GOOG,210.65322206441058
2018-10-31,GOOG,196.8043818442843
2018-11-30,GOOG,194.37862070643814
2018-12-31,GOOG,204.6456877342652
2019-01-31,GOOG,208.88281268696434
2019-02-28,GOOG,197.9609698153048
2019-03-31,GOOG,201.65473271520847
2019-04-30,GOOG,207.5563337033477
2019-05-31,GOOG,200.45938659166376
2019-06-30,GOOG,204.00476247965932
2019-07-31,GOOG,206.638552893497
2019-08-31,GOOG,196.8958520052335
2019-09-30,GOOG,202.3871528829098
2019-10-31,GOOG,210.0858035953618
2019-11-30,GOOG,223.56334616918713
2019-12-31,GOOG,237.57855527852297
2020-01-31,GOOG,223.58910592677213
2020-02-29,GOOG,215.34062387652176
2020-03-31,GOOG,223.03943090324316
2020-04-30,GOOG,230.99955151715264
2020-05-31,GOOG,239.2583362596564
2020-06-30,GOOG,287.7408259477147
2020-07-31,GOOG,298.83165956082007
2020-08-31,GOOG,318.7871243961989
2020-09-30,GOOG,337.1811695828059
2020-10-31,GOOG,351.5348244771988
2020-11-30,GOOG,349.50876679308567
2020-12-31,GOOG,366.26717427544213
2015-01-31,AMZN,97.13587392731215
2015-02-28,AMZN,96.95705355018832
2015-03-31,AMZN,95.57365311078142
2015-04-30,AMZN,96.92064017171184
2015-05-31,AMZN,109.10675607647563
2015-06-30,AMZN,100.01126124233032
2015-07-31,AMZN,104.44306121374146
2015-08-31,AMZN,97.06564270312721
2015-09-30,AMZN,95.74588063691161
2015-10-31,AMZN,101.91646613711727
2015-11-30,AMZN,103.26319041796025
2015-12-31,AMZN,98.73125411087604
2016-01-31,AMZN,96.18742503771489
2016-02-29,AMZN,100.41773716466474
2016-03-31,AMZN,97.75482631343074
2016-04-30,AMZN,99.79036816799685
2016-05-31,AMZN,101.01565338378154
2016-06-30,AMZN,98.73471817469432
2016-07-31,AMZN,110.30615112853316
2016-08-31,AMZN,114.90547101377162
2016-09-30,AMZN,104.41952758441234
2016-10-31,AMZN,106.43719643347141
2016-11-30,AMZN,103.97963360042785
2016-12-31,AMZN,109.45121522747723
2017-01-31,AMZN,106.20860948403018
2017-02-28,AMZN,106.66139568360323
2017-03-31,AMZN,110.4211420393653
2017-04-30,AMZN,116.3052373230978
2017-05-31,AMZN,110.48825177229459
2017-06-30,AMZN,109.74521145183061
2017-07-31,AMZN,108.23651488627819
2017-08-31,AMZN,105.7831760747857
2017-09-30,AMZN,116.17877567311518
2017-10-31,AMZN,119.69307739731869
2017-11-30,AMZN,113.34405413452878
2017-12-31,AMZN,119.67920438662408
2018-01-31,AMZN,133.57489469262111
2018-02-28,AMZN,141.80621556214277
2018-03-31,AMZN,132.45147247222818
2018-04-30,AMZN,130.5691113983325
2018-05-31,AMZN,140.1457756608127
2018-06-30,AMZN,136.58838910888997
2018-07-31,AMZN,140.98530203726497
2018-08-31,AMZN,147.85575585719192
2018-09-30,AMZN,142.4817131406518
2018-10-31,AMZN,143.4824665367087
2018-11-30,AMZN,121.6640395691764
2018-12-31,AMZN,116.64912303839465
2019-01-31,AMZN,116.34252160040657
2019-02-28,AMZN,110.24743472639216
2019-03-31,AMZN,120.34836700749747
2019-04-30,AMZN,112.94609170620173
2019-05-31,AMZN,111.59048737579944
2019-06-30,AMZN,113.43586248651485
2019-07-31,AMZN,122.74482504257954
2019-08-31,AMZN,115.16004086641622
2019-09-30,AMZN,123.00914053670535
2019-10-31,AMZN,124.30216994412636
2019-11-30,AMZN,119.445008886358
2019-12-31,AMZN,123.39925665471124
2020-01-31,AMZN,125.86144014444231
2020-02-29,AMZN,123.34284651797645
2020-03-31,AMZN,125.00675437593416
2020-04-30,AMZN,123.84848181166322
2020-05-31,AMZN,125.78991417321272
2020-06-30,AMZN,131.21228135091755
2020-07-31,AMZN,142.92964839979425
2020-08-31,AMZN,135.51291818223532
2020-09-30,AMZN,151.32072622304628
2020-10-31,AMZN,138.06436631153207
2020-11-30,AMZN,138.39720432656623
2020-12-31,AMZN,143.8522492015659
2015-01-31,META,102.40495933867517
2015-02-28,META,100.2406329816899
2015-03-31,META,100.19992400583745
2015-04-30,META,98.73199043651472
2015-05-31,META,96.80985256356813
2015-06-30,META,101.890443776719
2015-07-31,META,104.72817152949317
2015-08-31,META,102.14709549744363
2015-09-30,META,107.76314217168651
2015-10-31,META,110.49655169127922
2015-11-30,META,116.09244026480062
2015-12-31,META,120.90812210344926
2016-01-31,META,117.10559182429793
2016-02-29,META,114.99663113049006
2016-03-31,META,120.44340979452166
2016-04-30,META,125.32359769276655
2016-05-31,META,126.44586052203921
2016-06-30,META,128.4520972245235
2016-07-31,META,137.94255496747752
2016-08-31,META,135.24183707606863
2016-09-30,META,140.29377819127643
2016-10-31,META,140.27839741656587
2016-11-30,META,140.15438287391032
2016-12-31,META,149.25584628296957
2017-01-31,META,156.90831553099963
2017-02-28,META,164.85972001896445
2017-03-31,META,177.2693607510618
2017-04-30,META,179.2282212375502
2017-05-31,META,187.13176435056863
2017-06-30,META,186.10004371504124
2017-07-31,META,190.97741277064387
2017-08-31,META,191.64446770768984
2017-09-30,META,194.49034938880789
2017-10-31,META,202.22286777361742
2017-11-30,META,195.97194979959554
2017-12-31,META,218.43413000518865
2018-01-31,META,209.63104473034127
2018-02-28,META,199.0007738077259
2018-03-31,META,212.5140295448859
2018-04-30,META,223.05114129705592
2018-05-31,META,232.2421845850061
2018-06-30,META,241.8610231181419
2018-07-31,META,244.1315324987908
2018-08-31,META,235.62044358617493
2018-09-30,META,238.8697032034097
2018-10-31,META,233.17072938296326
2018-11-30,META,246.87090565062977
2018-12-31,META,247.52440525943388
2019-01-31,META,239.7831141780584
2019-02-28,META,238.32780042162443
2019-03-31,META,245.63173068696128
2019-04-30,META,241.1646161170322
2019-05-31,META,233.6617389751839
2019-06-30,META,238.84537524509645
2019-07-31,META,244.15928562749582
2019-08-31,META,240.4121343061533
2019-09-30,META,237.15408942953206
2019-10-31,META,242.2772099036389
2019-11-30,META,227.15809030451928
2019-12-31,META,213.44383204955602
2020-01-31,META,207.91089598515262
2020-02-29,META,207.7711055171097
2020-03-31,META,213.07869700317733
2020-04-30,META,230.92783298936646
2020-05-31,META,243.13998523068608
2020-06-30,META,243.62701249233666
2020-07-31,META,245.83163952124673
2020-08-31,META,235.96728404760387
2020-09-30,META,238.1085321671135
2020-10-31,META,237.0530132482531
2020-11-30,META,243.24861373869976
2020-12-31,META,235.6199608630438
